NomFrançais,NomAnglais,CAS,Classification,PourcentageDeDivulgation,Commentaire
Sels de sodium des acides sulfoniques hydroxy alcane C14-16 et alcène C14-16,SODIUM (C14-16) OLEFIN SULFONATE,68439-57-6,Class D2B - Toxic material causing other toxic effects,"1,0%",
Sels disodiques du produit de réaction de l'acide octanoïque avec l'acide (aminoéthyl-2)amino-2 éthanol acrylique alkylé (1:2),"Octanoic acid, reaction products with 2-((2-amoniethyl)amino)ethanol,acrylic acid alkylated (1:2), disodium salts",68815-55-4,Not controlled product,Non requise,"Les propriétés toxicologiques de cet ingrédient ne sont pas connues. Dans un produit contrôlé, tout ingrédient dont les propriétés toxicologiques ne sont pas connues devrait faire l'objet d'une obligation de divulgation dans la fiche signalétique."
Sérine (d-),d-Serine,312-84-5,Not controlled product,Non requise,
Sérine (dl-),dl-Serine,302-84-1,Not controlled product,Non requise,
Sérine (l-),l-Serine,56-45-1,Not controlled product,Non requise,
Silane,Tetrahydrure de silicium,7803-62-5,Class A - Compressed gases,"1,0%",
Silane,Tetrahydrure de silicium,7803-62-5,Class B6 - Reactive flammable materials,"1,0%",
Silicate d'aluminium,Aluminum silicate,12141-46-7,Not controlled product,Non requise,
Silicate d'aluminium et de magnésium,Aluminum magnesium silicate,1327-43-1,Not controlled product,Non requise,
Silicate de baryum et de zirconium,Barium zirconium silicate,13708-67-3,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique zirconium, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Silicate de calcium,Calcium silicate,1344-95-2,Not controlled product,Non requise,
Silicate de lithium,Lithium silicate,10102-24-6,Not controlled product,Non requise,
Silicate de méthyle,Methyl silicate,681-84-5,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Silicate de méthyle,Methyl silicate,681-84-5,Class D2B - Toxic material causing other toxic effects,"1,0%",
"Silicate de sodium (ratio SiO2:Na2O inférieur à 2,4:1)","Sodium silicate (SiO2:Na2O ratio less than 2,4:1)",1344-09-8,Class E - Corrosive materials,"1,0%",
"Silicate de sodium (ratio SiO2:Na2O supérieur à 2,4:1)","Sodium silicate (SiO2:Na2O ratio more than 2,4:1)",1344-09-8,Class D2B - Toxic material causing other toxic effects,"1,0%",
Silicate de zirconium,Zirconium silicate,14940-68-2,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Silicate d'éthyle,Ethyl silicate,78-10-4,Class B2 - Flammable liquids,"1,0%",
Silicate d'éthyle,Ethyl silicate,78-10-4,Class B6 - Reactive flammable materials,"1,0%",
Silicate d'éthyle,Ethyl silicate,78-10-4,Class D2B - Toxic material causing other toxic effects,"1,0%",
Silice amorphe,Amorphous silica,7631-86-9,Not controlled product,"1,0%",
Silice cristalline,Crystalline silica,,Class D2A - Very toxic material causing other toxic effects,Non requise,"La silice cristalline existe sous différentes formes. Vous pouvez consulter les classifications selon le SIMDUT des formes suivantes :  -Silice cristalline, cristobalite [14464-46-1] -Silice cristalline, quartz [14808-60-7] -Silice cristalline, tridymite [15468-32-3] -Silice cristalline, tripoli [1317-95-9]"
Silice fondue,Fused silica,60676-86-0,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Silice précipitée,Precipitated silica,1343-98-2,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Silicium,Silicon,7440-21-3,Class B4 - Flammable solids,"1,0%",
Silicoaluminate de sodium,Sodium silicoaluminate,1344-00-9,Not controlled product,Non requise,
Silicochloroforme,Silicochloroform,10025-78-2,Classification not available,"1,0%",
Silicochromate de plomb,Lead silicochromate,11113-70-5,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Silicofluorure de baryum,Barium silicofluoride,17125-80-3,Classification not available,"1,0%",
Sodium,Sodium,7440-23-5,Class B6 - Reactive flammable materials,"1,0%",
Sodium,Sodium,7440-23-5,Class E - Corrosive materials,"1,0%",
Sodium dinitro-o-crésolate,Sodium dinitro-o-cresolate,25641-53-6,Classification not available,"1,0%",
Solasodine,Solasodine,126-17-0,Classification not available,"0,1%",
Solvant de caoutchouc,Rubber solvent,,Class B2 - Flammable liquids,"1,0%",
Solvant naphta (fraction des aromatiques légers) (C8 à C10),Light aromatic solvent naphtha (petroleum) (C8 to C10),64742-95-6,Class B3 - Combustible liquids,"1,0%",
Solvant naphta (fraction des aromatiques légers) (C8 à C10),Light aromatic solvent naphtha (petroleum) (C8 to C10),64742-95-6,Class D2B - Toxic material causing other toxic effects,"1,0%",
"Solvant naphta aliphatique, fraction médiane C9-C12",Medium aliphatic solvent naphtha (petroleum) C9-C12,64742-88-7,Class B3 - Combustible liquids,"1,0%",
Solvant Stoddard,Stoddard solvent,8052-41-3,Class B3 - Combustible liquids,"1,0%",
Solvant Stoddard,Stoddard solvent,8052-41-3,Class D2B - Toxic material causing other toxic effects,"1,0%",
Sorbaldéhyde,Sorbaldehyde,142-83-6,Classification not available,"1,0%",
Soudan G,Sudan III,85-86-9,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Soudan noir B,Sudan black B,4197-25-5,Not controlled product,Non requise,
Soufre,Sulfur,7704-34-9,Class B4 - Flammable solids,"1,0%",
Sous-sulfure de nickel,Nickel subsulfide,12035-72-2,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Spinelle,Spinel,1302-67-6,Not controlled product,Non requise,
Stannate de potassium,Potassium stannate,12142-33-5,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique étain, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Stannate de potassium trihydraté,Potassium stannate trihydrate,20363-05-7,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique étain, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Stannate de sodium trihydraté,Sodium stannate,12027-70-2,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique étain, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Stéarate d'ammonium,Ammonium stearate,1002-89-7,Not controlled product,Non requise,
Stéarate de baryum,Barium stearate,6865-35-6,Not controlled product,Non requise,
Stéarate de cadmium,Cadmium stearate,2223-93-0,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
Stéarate de cadmium,Cadmium stearate,2223-93-0,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Stéarate de calcium,Calcium stearate,1592-23-0,Not controlled product,Non requise,
Stéarate de glycérine,Glycerol stearate,11099-07-3,Not controlled product,Non requise,
Stéarate de lithium,Lithium stearate,4485-12-5,Not controlled product,Non requise,
Stéarate de méthyle,METHYL STEARATE,112-61-8,Not controlled product,Non requise,
Stéarate de polyéthylène glycol,Polyethylene glycol stearate,9004-99-3,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Stéarate de zinc,Zinc stearate,557-05-1,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Stéatite,Soapstone,14378-12-2,Classification not available,"1,0%",
Stibamine,Stibamine,6543-62-0,Classification not available,"1,0%",
Stibine,Antimony trihydride,7803-52-3,Class B6 - Reactive flammable materials,"1,0%",
Stibine,Antimony trihydride,7803-52-3,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Stishovite,Stishovite,13778-37-5,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Strychnine,Strychnine,57-24-9,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Styrène,Vinyl benzene,100-42-5,Class B2 - Flammable liquids,"0,1%",
Styrène,Vinyl benzene,100-42-5,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Subacétate de plomb,Lead subacetate,1335-32-6,Class D1B - Toxic material causing immediate and serious toxic effects,"0,1%",
Subacétate de plomb,Lead subacetate,1335-32-6,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Subtilisines,Subtilisins,9014-01-1,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Succinate de cadmium,Cadmium succinate,141-00-4,Classification not available,"1,0%",
Succinate de chloramphénicol,Chloramphenicol succinate,3544-94-3,Not controlled product,Non requise,
Succinate sodique de chloramphénicol,Chloramphenicol sodium succinate,982-57-0,Not controlled product,Non requise,
Succinonitrile,Butane dinitrile,110-61-2,Not controlled product,Non requise,
Sucrose,Sucrose,57-50-1,Not controlled product,Non requise,
Suif aminé éthoxylé,Tallow amine ethoxylate,61791-26-2,Class D2B - Toxic material causing other toxic effects,"1,0%",
Sulfamate d'ammonium,Ammonium sulfamate,7773-06-0,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Sulfamate de nickel,Nickel sulfamate,13770-89-3,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Sulfamide,Sulfamide,7803-58-9,Not controlled product,Non requise,
Sulfate chromique,Chromic sulfate,10101-53-8,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Sulfate chromique de potassium,Chromic potassium sulfate,10141-00-1,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Sulfate chromique de potassium dodécahydraté,Chromic potassium sulfate dodecahydrate,7788-99-0,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique chrome (III), composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Sulfate chromique hexahydraté,Chromic sulfate hexahydrate,15005-90-0,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique chrome (III), composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Sulfate d'aluminium,Aluminum sulfate,10043-01-3,Class D2B - Toxic material causing other toxic effects,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique aluminium, sels hydrosolubles, n.s.a (non spécifié autrement)."
Sulfate d'aluminium et d'ammonium,Aluminum ammonium sulfate,7784-25-0,Class D2B - Toxic material causing other toxic effects,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique aluminium, sels hydrosolubles, n.s.a (non spécifié autrement)."
Sulfate d'aluminium et d'ammonium dodécahydraté,Aluminum ammonium sulfate dodecahydrate,7784-26-1,Class D2B - Toxic material causing other toxic effects,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique aluminium, sels hydrosolubles, n.s.a (non spécifié autrement)."
Sulfate d'aluminium et d'ammonium tétracohydraté,Aluminium ammonium sulfate tetracohydrate,,Class D2B - Toxic material causing other toxic effects,"1,0%",
Sulfate d'aluminium et de potassium,Aluminum potassium sulfate,10043-67-1,Class D2B - Toxic material causing other toxic effects,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique aluminium, sels hydrosolubles, n.s.a (non spécifié autrement)."
Sulfate d'aluminium et de sodium,Aluminum sodium sulfate,10102-71-3,Class D2B - Toxic material causing other toxic effects,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique aluminium, sels hydrosolubles, n.s.a (non spécifié autrement)."
